"","GEOID.msa","name","category","change.total_expenses","change.revenue_miles","change.revenue_hours","change.upt","change.fares","change.average_speed","change.avg_fare"
"418",36780,"Oshkosh-Neenah, WI","bus",297350,-16733,-641,-109102,99944,-0.191655330142083,0.154734965193079
"419",36780,"Oshkosh-Neenah, WI","other",949179,-556155,-32700,-130993,-169543,NA,NA
"420",37100,"Oxnard-Thousand Oaks-Ventura, CA","bus",3102605,-363976,31587,109405,300039,-3.21847417613915,0.0461932414582324
"421",37100,"Oxnard-Thousand Oaks-Ventura, CA","other",6445445,199872,11025,-58165,174130,0.382937172975481,0.700182943227176
"422",37340,"Palm Bay-Melbourne-Titusville, FL","bus",1903103,761281,45792,1462159,975202,-2.09496785687586,0.234740991233345
"423",37340,"Palm Bay-Melbourne-Titusville, FL","other",337794,-298998,-49699,-38006,-303893,6.61285417690294,-0.389057336311017
"424",37460,"Panama City, FL","bus",NA,NA,NA,NA,NA,NA,NA
"425",37860,"Pensacola-Ferry Pass-Brent, FL","bus",-226062,-80766,-18484,312121,-229333,2.25556691742631,-0.380329057202669
"426",37860,"Pensacola-Ferry Pass-Brent, FL","other",1319234,475471,35301,33435,-31428,-1.26484566267506,-1.29507724929027
"427",37900,"Peoria, IL","bus",3353280,308553,-14099,913244,198039,4.51845907768593,-0.0930785376744772
"428",37900,"Peoria, IL","other",2194449,366773,22459,28917,38168,1.09563782970955,-0.176771173141901
"429",37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","bus",135531999,15655541,853358,4377683,96175228,1.29008127043079,0.422773995353583
"430",37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","other",29574870,2161077,140419,110699,944621,0.748055998733046,0.327237071498624
"431",37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","rail",33394000,13770906,448799,-8521512,26545683,7.59296299079,0.307247565265232
"432",38060,"Phoenix-Mesa-Scottsdale, AZ","bus",71116135,6007698,640558,1577416,12421559,-1.27531544424929,0.202309382382131
"433",38060,"Phoenix-Mesa-Scottsdale, AZ","other",48963519,-1316513,-169325,-256296,2484913,4.32891514488019,1.93050822430133
"434",38060,"Phoenix-Mesa-Scottsdale, AZ","rail",NA,NA,NA,NA,NA,NA,NA
"435",38300,"Pittsburgh, PA","bus",5962597,-6561858,-499807,-4528613,24597955,0.1291662766565,0.508279541054495
"436",38300,"Pittsburgh, PA","other",14472431,9488351,637739,1518826,3466108,-3.89917170827868,-14.2260844598656
"437",38300,"Pittsburgh, PA","rail",10991130,684394,61334,537339,5058850,-0.886457292307696,0.570528384456132
"438",38300,"Pittsburgh, PA",NA,94581,-15132,-3978,-239072,109597,-0.47212639669917,0.439599831001696
"439",38340,"Pittsfield, MA","bus",555657,62467,7344,78630,226142,-1.50258999697494,0.233535707447084
"440",38340,"Pittsfield, MA","other",1148500,-83571,-14150,-32391,-154883,1.85484643821775,0.49449818116248
"441",38860,"Portland-South Portland, ME","bus",6911355,1530837,61038,396412,5222663,4.9906585671872,2.06646599683761
"442",38860,"Portland-South Portland, ME","other",153728,-90963,-16994,-77357,-1704858,2.42407611773389,-10.3685426878961
"443",38860,"Portland-South Portland, ME",NA,1689205,11968,841,132008,1002212,0.508320919999654,0.777466440831207
"444",38900,"Portland-Vancouver-Hillsboro, OR-WA","bus",39295488,-3467597,-49947,-4094869,27274284,-1.39908528844371,0.442287425160974
"445",38900,"Portland-Vancouver-Hillsboro, OR-WA","other",47047425,332814,31736,-29043,3760541,-0.198750380060408,3.05129108334406
"446",38900,"Portland-Vancouver-Hillsboro, OR-WA","rail",26787124,4065165,280455,3156345,19876272,-0.168478667311208,0.463343538127622
"447",38940,"Port St. Lucie, FL","bus",294479,111317,1969,125449,191806,4.13365025164154,0.672817347851629
"448",38940,"Port St. Lucie, FL","other",833730,107033,5939,-28,20532,0.670498020745498,0.205004789926774
"449",39300,"Providence-Warwick, RI-MA","bus",13050918,1064648,80667,-96018,-2187794,-0.00926599518641247,-0.0966342809480725
"450",39300,"Providence-Warwick, RI-MA","other",13040415,-989454,-75696,-280413,221032,-0.0561685774103697,0.757776223977383
"451",39380,"Pueblo, CO","bus",499812,7449,2631,-42745,84397,-0.840450961324473,0.109541338897698
"452",39380,"Pueblo, CO","other",1024949,-6667,-1551,2738,51039,0.655952254764848,0.829513226786938
"453",39460,"Punta Gorda, FL","other",249938,145301,7203,24086,107770,0.848857207333602,0.694968066269921
"454",39540,"Racine, WI","bus",37303,-149421,-8686,-248857,251608,-0.484524582249687,0.314220750279529
"455",39540,"Racine, WI","other",1010625,51891,4363,15244,64777,0.0650486332417195,0.738188310024918
"456",39580,"Raleigh, NC","bus",7025271,1437029,109075,3364963,3950615,0.300233402418456,0.161669302390305
"457",39580,"Raleigh, NC","other",15613110,-194086,-7375,-114081,-92378,-2.59676914339185,-0.606365730864408
"458",39660,"Rapid City, SD","bus",101393,94978,4756,98574,106724,1.6363986317086,0.150558938968493
"459",39660,"Rapid City, SD","other",1137856,54823,6885,1742,45026,-0.918467883591614,0.495593074001704
"460",39740,"Reading, PA","bus",1713498,96783,-4911,434385,827015,1.19481926739451,0.15871225107461
"461",39740,"Reading, PA","other",2389688,287149,14725,70549,367749,1.07419250985573,0.904775805153252
"462",39820,"Redding, CA","bus",395604,-42517,-2570,63197,259571,-0.0686673039676649,0.290343902328008
"463",39820,"Redding, CA","other",2361023,-83488,-8432,-19018,8166,2.61508884166412,0.974090313868648
"464",39900,"Reno, NV","bus",3001815,-742789,-30952,-633597,-1019419,-1.4186650036843,-0.0639758503192288
"465",39900,"Reno, NV","other",7213603,-73082,-7166,-21984,114959,0.495019949668402,0.77217670280561
"466",40060,"Richmond, VA","bus",11856592,1188494,2008,-4966198,-2096192,2.42361609304742,0.248460101856604
"467",40060,"Richmond, VA","other",7863863,4573685,107458,415115,1190646,8.94139027848691,-0.0492702934292497
"468",40140,"Riverside-San Bernardino-Ontario, CA","bus",12951971,1600927,136077,3442096,6032978,-0.210362453861066,0.109803510595705
"469",40140,"Riverside-San Bernardino-Ontario, CA","other",28765174,1463417,96258,287143,2141985,-0.215615431292409,1.06996132598902
"470",40220,"Roanoke, VA","bus",821135,66098,5593,265166,540155,-0.134353149962974,0.151531245459906
"471",40220,"Roanoke, VA","other",1377522,151667,-6422,30044,88198,6.42127435388006,0.240122886067902
"472",40340,"Rochester, MN","bus",1050938,166000,10097,274240,497733,0.163566583642831,0.109874093987618
"473",40340,"Rochester, MN","other",657866,101437,5248,7569,48001,1.53525617700998,0.595462067954932
"474",40380,"Rochester, NY","bus",8253347,-525338,12698,4691752,12461260,-1.49514726410929,0.465910813313014
"475",40380,"Rochester, NY","other",6502001,-45294,22469,-8879,70811,-5.07049448601512,0.449414078292642
"476",40420,"Rockford, IL","bus",3429747,12053,5958,335891,307935,-0.707233597705567,0.0607438508110221
"477",40420,"Rockford, IL","other",2286288,280832,17409,4052,97805,0.916113567710545,0.879204892574476
"478",40660,"Rome, GA","bus",-100295,12850,-5128,494908,278680,2.42509618943744,-0.102847218138242
"479",40660,"Rome, GA","other",119407,16973,2020,4161,-57516,-0.981675469245145,-3.12865874181269
"480",40900,"Sacramento--Roseville--Arden-Arcade, CA","bus",8517720,-2131720,-138726,-2410289,2115599,-0.459617361600056,0.207258606885144
"481",40900,"Sacramento--Roseville--Arden-Arcade, CA","other",20682108,-2448469,-158656,-273105,323638,0.316496155825885,11.8833177965797
"482",40900,"Sacramento--Roseville--Arden-Arcade, CA","rail",-697257,2418748,136580,-2390396,1992211,-0.564800263067845,0.320115794578636
"483",40980,"Saginaw, MI","bus",567480,-34555,-11706,383558,242978,2.70744523021817,-0.012283957464871
"484",40980,"Saginaw, MI","other",1288598,-43764,-5518,307,20903,2.50926649621789,0.762640657799146
"485",41140,"St. Joseph, MO-KS","bus",609825,-34414,-6722,97210,159751,0.612015792249409,0.299098231949741
"486",41180,"St. Louis, MO-IL","bus",9552751,2276132,167601,-2461880,8347470,-0.0462138498519735,0.31802478573781
"487",41180,"St. Louis, MO-IL","other",19551531,-1593119,-65662,-410791,1232516,-0.728302179805546,2.2662199738791
"488",41180,"St. Louis, MO-IL","rail",17046114,3880616,172998,63499,5424218,-2.20774295596325,0.323112970114813
"489",41420,"Salem, OR","bus",-664471,-533528,-16129,-2180576,579712,-1.86461241392722,0.410152575912751
"490",41420,"Salem, OR","other",10219893,4633333,248856,339589,329939,3.07770422922876,-0.118104456960878
"491",41500,"Salinas, CA","bus",4561131,518874,30659,-711581,775773,0.312772271582928,0.396076978661502
"492",41500,"Salinas, CA","other",2978990,457473,41517,108077,78128,-3.55409596864247,-1.03618119838452
"493",41540,"Salisbury, MD-DE","bus",-650291,-221352,-17248,-281131,-20380,3.6017671101328,1.08295411704693
"494",41540,"Salisbury, MD-DE","other",356424,-413027,-14798,-5687,42286,-3.18950468192793,0.801063446977114
"495",41620,"Salt Lake City, UT","bus",36871529,2863845,292302,3003938,10545575,-2.24686201466734,0.354083047242986
"496",41620,"Salt Lake City, UT","other",22595378,-1599864,-104961,19206,4384593,2.78984967932303,2.40071799937893
"497",41620,"Salt Lake City, UT","rail",5882047,5452343,255055,4500706,12695757,6.79063130627428,0.531965522799818
"498",41660,"San Angelo, TX","bus",NA,NA,NA,NA,NA,NA,NA
"499",41660,"San Angelo, TX","other",NA,NA,NA,NA,NA,NA,NA
"500",41700,"San Antonio-New Braunfels, TX","bus",18505622,3161160,247433,-3525489,5141480,-0.119271192081275,0.171002417445309
"501",41700,"San Antonio-New Braunfels, TX","other",31002425,4787345,174348,427156,2844165,2.15710593634874,1.53914650343352
"502",41740,"San Diego-Carlsbad, CA","bus",53874962,7559084,777632,25472620,29741427,-1.0575710531028,0.0616881376766427
"503",41740,"San Diego-Carlsbad, CA","other",29365722,9449697,400142,1165516,7722837,-9.93709367500051,1.00764048787017
"504",41740,"San Diego-Carlsbad, CA","rail",NA,NA,NA,NA,NA,NA,NA
"505",41860,"San Francisco-Oakland-Hayward, CA","bus",133716433,809707,-65527,-1031571,96432873,0.355950807970547,0.466320067747654
"506",41860,"San Francisco-Oakland-Hayward, CA","other",47183223,932041,196253,347665,-345420,-2.99989255825452,-1.53780239065051
"507",41860,"San Francisco-Oakland-Hayward, CA","rail",113810384,58190448,1607451,36403226,222371062,12.6296691311977,0.834585488524731
"508",41860,"San Francisco-Oakland-Hayward, CA",NA,4893433,3032,268,670522,10050166,-0.0392137346364088,2.77851698989929
"509",41940,"San Jose-Sunnyvale-Santa Clara, CA","bus",5309015,-915059,36358,2599110,3496680,-0.924644048278449,0.0313874547555771
"510",41940,"San Jose-Sunnyvale-Santa Clara, CA","other",36978947,-56674,-125928,-229609,531972,5.50054816555756,1.4309360128723
"511",41940,"San Jose-Sunnyvale-Santa Clara, CA","rail",4201731,1526442,92220,3061400,2804776,0.486961520969038,0.0109836314275162
"512",42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA","bus",3850807,1338121,52716,1241566,1629061,8.91743335764895,0.474047273225969
"513",42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA","other",NA,NA,NA,NA,NA,NA,NA
"514",42100,"Santa Cruz-Watsonville, CA","bus",4601678,-245146,6405,559653,1766837,-1.68758161420017,0.207395871946149
"515",42100,"Santa Cruz-Watsonville, CA","other",5321482,-35669,2922,6215,93102,-1.56916962415059,0.841590530999702
"516",42140,"Santa Fe, NM","bus",-144920,61912,14763,494544,101541,-1.58559713355949,-0.0695614541190416
"517",42140,"Santa Fe, NM","other",385369,-58299,332,-29639,-47151,-2.62559839373809,0.105177520972844
"518",42200,"Santa Maria-Santa Barbara, CA","bus",5488792,30105,25972,-207093,1082086,-1.22683473160568,0.15106544668994
"519",42200,"Santa Maria-Santa Barbara, CA","other",2176904,-279823,-21667,-38597,-89706,1.09259195087861,-0.783759198000884
"520",42220,"Santa Rosa, CA","bus",4926608,-78201,15056,-122613,857037,-1.66350428357063,0.253395085341042
"521",42220,"Santa Rosa, CA","other",5224019,100590,7614,37414,175928,-0.0557349970161436,0.695718639084532
"522",42340,"Savannah, GA","bus",1549607,-149288,-6714,71372,-435549,-0.326653688222324,-0.138016590995583
"523",42340,"Savannah, GA","other",682807,333173,15962,14732,61141,2.34360910707777,0.577241686511382
"524",42340,"Savannah, GA",NA,115992,-1055,-3864,358222,0,0.760424757248793,0
"525",42540,"Scranton--Wilkes-Barre--Hazleton, PA","bus",1611462,205798,7325,-2225449,776231,0.701309881837856,0.664943510123992
"526",42540,"Scranton--Wilkes-Barre--Hazleton, PA","other",620486,1283631,97133,237815,743109,-4.14403272378189,0.721842475745286
"527",42660,"Seattle-Tacoma-Bellevue, WA","bus",143141683,-11902706,-467104,4662528,70830925,-1.4115497008233,0.470129480985312
"528",42660,"Seattle-Tacoma-Bellevue, WA","other",92556011,3813111,218676,1017741,3636975,-0.615385580110882,0.248312668144113
"529",42660,"Seattle-Tacoma-Bellevue, WA","rail",31052954,2623042,135868,10644858,36405672,9.01189411241429,3.1553491273158
"530",42660,"Seattle-Tacoma-Bellevue, WA",NA,37380594,23681,3334,120397,8997743,-0.00318089491878393,0.362268013419728
"531",42680,"Sebastian-Vero Beach, FL","bus",308704,1089876,45253,1095753,-7245,8.88756112803792,-0.0220004129822175
"532",42680,"Sebastian-Vero Beach, FL","other",4052,-223275,-27887,-54996,-9699,4.14995661740439,0.39260401352105
"533",43100,"Sheboygan, WI","bus",-485310,-63001,-5086,-13502,-56793,0.215544694440766,-0.0824384745085467
"534",43100,"Sheboygan, WI","other",976915,32217,4168,1310,191584,-1.90118704485983,5.30390796527993
"535",43340,"Shreveport-Bossier City, LA","bus",1715189,88897,-4606,-339983,136777,1.0828728586135,0.128714251242319
"536",43340,"Shreveport-Bossier City, LA","other",166564,164671,6062,20693,63949,2.11903326897431,0.382013005010152
"537",43580,"Sioux City, IA-NE-SD","bus",1014407,96617,8549,288540,229582,-0.60517789006443,0.0299463707896032
"538",43580,"Sioux City, IA-NE-SD","other",503459,10188,-3332,-18883,-65115,2.81079981883327,-0.0643035865420734
"539",43620,"Sioux Falls, SD","bus",378580,62730,11519,81654,124760,-1.3247786346348,0.0947351690537327
"540",43620,"Sioux Falls, SD","other",3575402,14419,1822,-5720,-54708,-0.160011577199219,-0.346928840740662
"541",43780,"South Bend-Mishawaka, IN-MI","bus",386595,-268585,-19353,-1257505,99914,0.108282731249233,0.263618352406636
"542",43780,"South Bend-Mishawaka, IN-MI","other",1469947,-10214,1149,-74199,-292943,-0.758826903306536,-0.934568694201903
"543",43900,"Spartanburg, SC","bus",374286,4681,-154,-84263,-192823,0.312353967426755,-0.355748209017732
"544",44060,"Spokane-Spokane Valley, WA","bus",6322156,-90063,-6561,2407058,2186735,0.00185693767452122,0.0486298040985729
"545",44060,"Spokane-Spokane Valley, WA","other",13481855,447418,10053,25234,697546,1.41432446810454,0.991125732522132
"546",44100,"Springfield, IL","bus",2130528,264763,18151,540465,493412,0.317095912843435,0.133200484991134
"547",44100,"Springfield, IL","other",2095448,74782,4998,22440,108355,0.435377421302626,0.926391898180432
"548",44140,"Springfield, MA","bus",5198544,775714,53416,2690405,2251729,0.190700087130384,0.0733617459840334
"549",44140,"Springfield, MA","other",5445184,398379,-7053,-63315,184130,2.65407332297596,0.888124352684299
"550",44180,"Springfield, MO","bus",547660,11178,1030,-252617,416138,-0.0461484112815516,0.334329794620431
"551",44180,"Springfield, MO","other",786344,6532,759,1420,7425,-0.589185444574492,0.304280993802823
"552",44220,"Springfield, OH","bus",32665,-7564,-911,-143303,22939,0.24960475724612,0.277485941042873
"553",44220,"Springfield, OH","other",440726,-12902,-1936,-4046,-38251,6.19501310871869,-3.82777944561193
"554",44300,"State College, PA","bus",2435150,720194,39206,1229278,3955218,2.25335364328007,0.444140427090013
"555",44300,"State College, PA","other",412581,1363638,41054,245701,437412,11.6028240961416,-0.689099779673681
"556",44700,"Stockton-Lodi, CA","bus",4609995,-396097,-43896,766688,3656539,1.16942403482218,0.4346384147675
"557",44700,"Stockton-Lodi, CA","other",4416879,-650820,-68564,-137563,-243879,0.177249517061709,0.0492975573211898
"558",44940,"Sumter, SC","bus",349047,-272689,-7433,-107873,-209625,-6.19683130637985,-0.845458134987734
"559",44940,"Sumter, SC","other",3313538,53795,3223,12774,-83558,-0.937433315183402,-3.47782418553697
"560",45060,"Syracuse, NY","bus",9291933,-640257,-25198,348670,13351069,-0.756138960620506,1.12063332712799
"561",45060,"Syracuse, NY","other",6732710,163678,9981,33749,-7211138,0.581127997503092,-54.2628221101482
"562",45220,"Tallahassee, FL","bus",981616,265498,60004,-600936,2472118,-2.13500485493835,0.766316263751103
"563",45220,"Tallahassee, FL","other",2347362,134884,6591,28566,48555,1.51905430986671,-0.254695666556132
"564",45300,"Tampa-St. Petersburg-Clearwater, FL","bus",24123348,2047463,154283,6370936,10475796,-0.0510205504582615,0.185404063924849
"565",45300,"Tampa-St. Petersburg-Clearwater, FL","other",10836204,-1986029,-32366,-126094,58387,-6.64201520446297,0.915695162131021
"566",45300,"Tampa-St. Petersburg-Clearwater, FL","rail",667075,-87496,-18016,-520270,-539845,NA,NA
"567",45460,"Terre Haute, IN","bus",939001,163651,6897,213796,100513,2.87061254822761,-0.0260917775528786
"568",45460,"Terre Haute, IN","other",229199,-50388,-156,-2155,5030,-4.44178714381822,0.500434625113909
"569",45780,"Toledo, OH","bus",-304591,-562185,26358,-3372125,-560986,-3.41907705941553,0.895756414512687
"570",45780,"Toledo, OH","other",3935876,1078798,56333,213920,1330280,2.05524437037836,2.89910198155856
"571",45820,"Topeka, KS","bus",1387457,-117618,-8450,-226970,459426,0.132821728094116,0.471428676525734
"572",45820,"Topeka, KS","other",2250706,-235070,-17113,-66977,-86339,-0.370589601206037,1.50114325023996
"573",46060,"Tucson, AZ","bus",8052562,1246223,120291,2271502,3876163,-0.430025741629887,0.142045936819981
"574",46060,"Tucson, AZ","other",13913213,743228,33445,125148,361598,1.2193718323889,0.449378039975771
"575",46140,"Tulsa, OK","bus",1314813,176323,13117,534994,1103750,-0.125880945710966,0.247386441830925
"576",46140,"Tulsa, OK","other",5771903,-576057,-29986,-83893,-82674,-0.667183583581185,0.6988784823283
"577",46220,"Tuscaloosa, AL","bus",-13655,62937,-3616,177715,-184617,5.45867487257182,-1.48903890824623
"578",46220,"Tuscaloosa, AL","other",327347,115,183,-2798,-88545,-0.235847734170843,-5.01955782312925
"579",46520,"Urban Honolulu, HI","bus",27143418,-257113,16473,-1057142,13533367,-0.351240227877605,0.204207702457972
"580",46520,"Urban Honolulu, HI","other",37273980,1654403,102771,234949,134392,0.436093967061325,-0.312763632759109
"581",46520,"Urban Honolulu, HI",NA,NA,NA,NA,NA,NA,NA,NA
"582",46700,"Vallejo-Fairfield, CA","bus",2935593,-293207,-8363,-103186,-180443,-2.93492014103902,-0.0947152612579305
"583",46700,"Vallejo-Fairfield, CA","other",1998101,-55172,-5375,-6712,29470,1.6915457565544,1.7597488526448
"584",47020,"Victoria, TX","bus",427176,200109,9508,54620,-46636,2.50336129251084,-0.261446262690818
"585",47020,"Victoria, TX","other",2024571,330200,18218,26363,-6939,4.56080579318661,-0.332454963587581
"586",47260,"Virginia Beach-Norfolk-Newport News, VA-NC","bus",14970973,-166378,12782,-6500588,581531,-0.391015140358652,0.274218991835079
"587",47260,"Virginia Beach-Norfolk-Newport News, VA-NC","other",10283606,964153,58251,18810,576039,-0.294490353110763,1.26652578509965
"588",47260,"Virginia Beach-Norfolk-Newport News, VA-NC",NA,177397,6770,487,-58357,52524,0.877745632007272,0.348234238599515
"589",47300,"Visalia-Porterville, CA","bus",2512784,908342,57911,456547,771540,0.803719254206857,0.25200837041562
"590",47300,"Visalia-Porterville, CA","other",1275330,-170271,-13311,-46866,8037,1.40295976471714,1.98563915688406
"591",47380,"Waco, TX","bus",379101,169469,11532,458921,805020,-0.184396544045779,0.484248727659017
"592",47380,"Waco, TX","other",816568,123402,3724,9850,52063,4.56057978701885,0.900507542873829
"593",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV","bus",119125727,5520827,850626,5338817,75930296,-0.695851055358577,0.372805068410041
"594",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV","other",141326014,6111743,801377,686980,5469593,-1.77805945281968,1.45283512831537
"595",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV","rail",162284215,72630614,2914208,-4605127,228416994,-0.309724643189099,0.870205907746257
"596",47940,"Waterloo-Cedar Falls, IA","bus",229143,1886,-2908,70078,-374257,1.48328439860398,-1.04884720046409
"597",47940,"Waterloo-Cedar Falls, IA","other",193799,-54581,3127,-17783,-354344,-4.02942822858957,-4.05985334555454
"598",48140,"Wausau, WI","bus",122058,-212849,-14072,-280371,-388623,-0.420464836501894,-0.453249593254142
"599",48140,"Wausau, WI","other",337241,-189113,-12468,-22351,-112284,-3.33671352950194,-4.51756185878093
"600",48300,"Wenatchee, WA","bus",2154090,336015,10020,202844,299300,1.78313606183456,0.21548618915742
"601",48300,"Wenatchee, WA","other",1973280,-147664,-5126,-31056,-22430,-3.54013126067515,-0.0334900020793355
"602",48540,"Wheeling, WV-OH","bus",4780,49928,-817,-72337,98555,1.08919189829802,0.348405818274212
"603",48540,"Wheeling, WV-OH","other",271096,-4820,-162,-812,1736,-1.16698166454716,0.766464503346677
"604",48620,"Wichita, KS","bus",920484,230817,15440,-91651,636824,-0.0867897465094494,0.365105120349296
"605",48620,"Wichita, KS","other",5806998,-871469,-52622,-88862,44527,3.043475851705,0.958057712523125
"606",48700,"Williamsport, PA","bus",1067746,73024,8158,71750,76058,-1.05136286834675,0.0280455234022261
"607",48700,"Williamsport, PA","other",17240,-11684,-582,-1827,-7299,-0.172437519772224,0.0152284263959395
"608",48900,"Wilmington, NC","bus",1117551,26239,-2010,65552,712157,0.612946494099516,0.461883781858844
"609",48900,"Wilmington, NC","other",2458251,425755,22225,56095,673849,2.13731134844292,9.27402818490759
"610",49180,"Winston-Salem, NC","bus",924664,103841,12382,378658,117660,-0.338011453741434,-0.0302569627127902
"611",49180,"Winston-Salem, NC","other",1236495,282913,23362,71432,-185224,-0.952600137141754,-3.28472950751782
"612",49340,"Worcester, MA-CT","bus",2187164,153851,490,729819,1007172,0.711564403409461,0.0967103698998839
"613",49340,"Worcester, MA-CT","other",5088657,300218,-11870,-79263,3000519,2.14832192088702,5.7188730357243
"614",49420,"Yakima, WA","bus",582965,-53987,-2731,-80395,511642,-0.301238859001856,0.485495002328066
"615",49420,"Yakima, WA","other",335343,165862,9979,14634,188457,-0.505547647334872,1.17610804481244
"616",49620,"York-Hanover, PA","bus",2135330,113127,11771,69940,-335949,-0.270132292702224,-0.266092209112843
"617",49620,"York-Hanover, PA","other",2083989,1023568,48101,88740,3038580,2.29929067060498,6.78648288070972
"618",49660,"Youngstown-Warren-Boardman, OH-PA","bus",-854896,31310,-15601,-40103,-4842,2.30252824191376,0.0122647598977252
"619",49660,"Youngstown-Warren-Boardman, OH-PA","other",767622,359739,27595,23361,189927,-0.883159428635663,1.18033222363657
"620",49700,"Yuba City, CA","bus",1206339,-163441,4628,394930,-37459,-4.87161391702698,-0.410430393671004
"621",49700,"Yuba City, CA","other",-77711,69159,6054,4480,27915,-0.467483248590092,0.277980335903381
"622",NA,NA,"bus",-5141807,-46118795,-3547442,-110268613,-103901244,-1.26686799469298,0.049342581561846
"623",NA,NA,"other",-110051819,-84753503,-5873313,-22596131,-27799597,-1.40800978551196,0.145748951659421
"624",NA,NA,"rail",-35410107,-2089029,-124079,-31767559,-26515903,0.914539724109844,0.254420221511768
"625",NA,NA,NA,-39778368,-953529,-61974,-9725364,-41020718,-3.10628572370164,-2.6789502415107
